title	abstract	publication_year	authors	source	publication_month	publication_day
Le Pen 85	85. Élargir et généraliser le troisième concours de la fonction publique et le réserver aux plus de 45 ans ayant au moins huit ans d’expérience dans le privé.	2017	Marine Le Pen	Front National	2	6
Le Pen 86	86. Dégeler et revaloriser le point d’indice pour les fonctionnaires. Préserver le statut de la fonction publique. Dans un souci d’égalité, établir à deux jours le délai de carence dans le public et le privé pour le paiement des indemnités journalières d’assurance maladie.	2017	Marine Le Pen	Front National	2	6
Le Pen 87	87. Face aux pressions d’autorités supranationales, maintenir l’interdiction de la GPA et réserver la PMA comme réponse médicale aux problèmes de stérilité. Créer une union civile (PACS amélioré) qui viendra remplacer les dispositions de la loi Taubira, sans effet rétroactif.	2017	Marine Le Pen	Front National	2	6
Le Pen 88	88. Revaloriser l’Allocation aux Adultes Handicapés (AAH), donner plus de moyens aux Maisons Départementales des Personnes Handicapés (MDPH) et développer une prise en charge digne de l’autisme et des troubles du spectre autistique. La puissance publique se doit d’apporter une aide accrue aux personnes en situation de handicap, ainsi qu’à leur famille.	2017	Marine Le Pen	Front National	2	6
Le Pen 89	89. Faciliter l’accès à l’emploi des personnes en situation de handicap, renforcer la lutte contre toutes les discriminations liées aux handicaps et à la santé et étendre le droit à l’oubli aux majeurs en rémission d’affection de longue durée, avec un délai maximal de 5 ans. Imposer un standard d’accessibilité pour les malvoyants et les malentendants.	2017	Marine Le Pen	Front National	2	6
Le Pen 90	90. Lancer un audit complet sur les structures d’accueil et de prise en charge des enfants afin de mettre un terme aux dérives constatées au sein de certaines d’entre elles. Réorganiser et améliorer les politiques d’aide sociale à l’enfance.	2017	Marine Le Pen	Front National	2	6
Le Pen 91	91. Défendre l’identité nationale, les valeurs et les traditions de notre civilisation française. Inscrire dans la Constitution la défense et la promotion de notre patrimoine historique et culturel.	2017	Marine Le Pen	Front National	2	6
Le Pen 92	92. Ériger la citoyenneté française en privilège pour tous les Français par l’inscription dans la Constitution de la priorité nationale.	2017	Marine Le Pen	Front National	2	6
Le Pen 93	93. Pavoiser en permanence tous les bâtiments publics du drapeau français et en retirer le drapeau européen.	2017	Marine Le Pen	Front National	2	6
Le Pen 94	94. Revaloriser les pensions des anciens combattants en réallouant les crédits disponibles.	2017	Marine Le Pen	Front National	2	6
Le Pen 95	95. Promouvoir la laïcité et lutter contre le communautarisme. Inscrire dans la Constitution le principe : « La République ne reconnaît aucune communauté. » Rétablir la laïcité partout, l’étendre à l’ensemble de l’espace public et l’inscrire dans le Code du travail.	2017	Marine Le Pen	Front National	2	6
Le Pen 96	95. Défendre la langue française. Abroger notamment les dispositions de la loi Fioraso qui permettent de restreindre l’enseignement en français dans les universités.	2017	Marine Le Pen	Front National	2	6
Le Pen 97	97. Renforcer l’unité de la nation par la promotion du roman national et le refus des repentances d’État qui divisent.	2017	Marine Le Pen	Front National	2	6
Le Pen 98	98. Promouvoir l’assimilation républicaine, principe plus exigeant que celui d’intégration.	2017	Marine Le Pen	Front National	2	6
Le Pen 99	99. Rétablir l’égalité réelle et la méritocratie en refusant le principe de « discrimination positive ».	2017	Marine Le Pen	Front National	2	6
Le Pen 100	100. Défendre l’unité et l’intégrité du territoire français en réaffirmant le lien indissoluble entre la métropole et l’Outre-mer.	2017	Marine Le Pen	Front National	2	6
Le Pen 101	101. Assurer la transmission des connaissances par le renforcement des apprentissages fondamentaux (français, histoire, calcul). À l’école primaire, réserver la moitié du temps d’enseignement au français, à l’écrit comme à l’oral. Supprimer « l’enseignement des langues et cultures d’origine » (ELCO).	2017	Marine Le Pen	Front National	2	6
Le Pen 102	102. Faire de l’école un « asile inviolable où les querelles des hommes n’entrent pas » (Jean Zay), donc en y imposant non seulement la laïcité, mais également la neutralité et la sécurité.	2017	Marine Le Pen	Front National	2	6
Le Pen 103	103. Rétablir l’autorité et le respect du maître et instaurer le port d’un uniforme à l’école.	2017	Marine Le Pen	Front National	2	6
Le Pen 104	104. Revenir sur la réforme des rythmes scolaires.	2017	Marine Le Pen	Front National	2	6
Le Pen 105	105. Rétablir une véritable égalité des chances en retrouvant la voie de la méritocratie républicaine.	2017	Marine Le Pen	Front National	2	6
Le Pen 106	106. À l’université, passer d’une sélection par l’échec à une sélection au mérite. Refuser le tirage au sort comme moyen de sélection. Revaloriser les bourses au mérite. Défendre le modèle d’enseignement supérieur français, qui passe par la complémentarité de l’université et des grandes écoles.	2017	Marine Le Pen	Front National	2	6
Le Pen 107	107. Développer massivement l’alternance (contrat d’apprentissage, contrat de professionnalisation) dans l’artisanat, le secteur public et privé et rendre la formation professionnelle plus efficace, moins opaque et moins coûteuse.	2017	Marine Le Pen	Front National	2	6
Le Pen 108	108. Renforcer le réseau des écoles et des lycées français partout dans le monde.	2017	Marine Le Pen	Front National	2	6
Le Pen 109	109. Développer le mécénat populaire par la création d’une plate-forme numérique dédiée.	2017	Marine Le Pen	Front National	2	6
Le Pen 110	110. Bâtir une loi de programmation du patrimoine pour permettre un meilleur soutien à l’entretien et à la préservation du patrimoine. Augmenter le budget alloué de 25 %.	2017	Marine Le Pen	Front National	2	6
Le Pen 111	111. Mettre un coup d’arrêt à la politique de vente à l’étranger et au privé de palais et bâtiments nationaux.	2017	Marine Le Pen	Front National	2	6
Le Pen 112	112. Lancer un grand plan national de création de filières (lycées, universités) des métiers d’art dans nos territoires et implanter un réseau de pépinières d’artistes sur tout le territoire. Restaurer une véritable éducation musicale généraliste dans les établissements scolaires.	2017	Marine Le Pen	Front National	2	6
Le Pen 113	113. Réformer le Conseil Supérieur de l’Audiovisuel avec la création de trois collèges : l’un composé des représentants de l’État, le deuxième de professionnels, le troisième de représentants de la société civile (associations de consommateurs, de téléspectateurs, etc.).	2017	Marine Le Pen	Front National	2	6
Le Pen 114	114. Remettre en ordre le statut d’intermittent du spectacle par la création d’une carte professionnelle afin de préserver ce régime tout en opérant un meilleur contrôle des structures qui en abusent.	2017	Marine Le Pen	Front National	2	6
Le Pen 115	115. Supprimer Hadopi et ouvrir le chantier de la licence globale.	2017	Marine Le Pen	Front National	2	6
Le Pen 116	116. Créer un « contrat sportif de haut niveau » d’une durée de trois ans renouvelable permettant aux sportifs amateurs représentant la Nation dans les compétitions internationales de vivre dignement et de se consacrer entièrement à leur discipline.	2017	Marine Le Pen	Front National	2	6
Le Pen 117	117. Soutenir les petits clubs afin de permettre la présence d’un maximum de joueurs français dans les clubs professionnels et lutter contre la financiarisation du sport professionnel. Renforcer les actions contre la violence dans le sport amateur et imposer le respect strict de la laïcité et de la neutralité dans tous les clubs sportifs.	2017	Marine Le Pen	Front National	2	6
Le Pen 118	118. Quitter le commandement militaire intégré de l’OTAN pour que la France ne soit pas entraînée dans des guerres qui ne sont pas les siennes.	2017	Marine Le Pen	Front National	2	6
Le Pen 119	119. Assurer une capacité de Défense autonome dans tous les domaines.	2017	Marine Le Pen	Front National	2	6
Le Pen 120	120. Reconstituer dans tous les domaines de la Défense une offre industrielle française pour répondre aux besoins de nos armées et garantir notre indépendance stratégique.	2017	Marine Le Pen	Front National	2	6
Le Pen 121	121. Augmenter dès la première année du mandat le budget de la Défense à 2 % du PIB puis tendre vers 3 % à l’horizon de la fin du quinquennat. Ces 2 % minimum seront inscrits dans la Constitution. Cet effort substantiel permettra notamment de financer : un second porte-avions baptisé « Richelieu », indispensable à la permanence à la mer de notre groupe aéronaval ;– l’augmentation des effectifs (pour les reconstituer à leur niveau de 2007, soit environ 50 000 militaires supplémentaires) ; – la pérennisation de notre force de dissuasion nucléaire ; – l’augmentation générale de notre format d’armée (davantage d’avions, de navires, de blindés) et la modernisation des équipements ; – le rétablissement progressif d’un service militaire (minimum obligatoire 3 mois).	2017	Marine Le Pen	Front National	2	6
Le Pen 122	122. Engager la France au service d’un monde multipolaire fondé sur l’égalité en droit des nations, leur concertation permanente et le respect de leur indépendance. Fonder la politique internationale sur le principe de réalisme et rendre à la France son rôle de puissance de stabilité et d’équilibre.	2017	Marine Le Pen	Front National	2	6
Le Pen 123	123. Renforcer les liens entre les peuples qui ont le français en partage.	2017	Marine Le Pen	Front National	2	6
Le Pen 124	124. Mettre en œuvre une véritable politique de co-développement avec les pays d’Afrique fondée prioritairement sur l’aide au développement de l’école primaire, l’aide à l’amélioration des systèmes agricoles et l’aide au renforcement des outils de Défense et de sécurité.	2017	Marine Le Pen	Front National	2	6
Le Pen 125	125. Appliquer le patriotisme économique aux produits agricoles français pour soutenir immédiatement nos paysans et nos pêcheurs, notamment au travers de la commande publique (État et collectivités).	2017	Marine Le Pen	Front National	2	6
Le Pen 126	126. Transformer la Politique Agricole Commune en Politique Agricole Française. Garantir le montant des subventions dont les critères seront fixés par la France et non plus par l’Union européenne, avec l’objectif de sauver et soutenir le modèle français des exploitations familiales.	2017	Marine Le Pen	Front National	2	6
Le Pen 127	127. Refuser les traités de libre-échange (TAFTA, CETA, Australie, Nouvelle-Zélande, etc.). Développer les circuits courts de la production à la consommation, en réorganisant les filières.	2017	Marine Le Pen	Front National	2	6
Le Pen 128	128. Simplifier le quotidien des agriculteurs en stoppant l’explosion des normes administratives et encourager l’installation des jeunes agriculteurs, par le biais de défiscalisations durant les premières années.	2017	Marine Le Pen	Front National	2	6
Le Pen 129	129. Défendre la qualité : afin de lutter contre la concurrence déloyale, interdire l’importation des produits agricoles et alimentaires qui ne respectent pas les normes de production françaises en matière de sécurité sanitaire, de bien-être animal et d’environnement. Imposer la traçabilité totale de l’origine géographique et du lieu de transformation sur l’étiquette, afin de garantir la transparence et l’information complète des consommateurs.	2017	Marine Le Pen	Front National	2	6
Le Pen 130	130. Promouvoir les exportations agricoles, notamment en soutenant les labels de qualité.	2017	Marine Le Pen	Front National	2	6
Le Pen 131	131. Pour préserver l’environnement, rompre avec le modèle économique fondé sur la mondialisation sauvage des échanges et le dumping social, sanitaire et environnemental ; la véritable écologie consiste à produire et consommer au plus près et retraiter sur place.	2017	Marine Le Pen	Front National	2	6
Le Pen 132	132. Afin de lutter contre la précarité énergétique et agir directement sur le pouvoir d’achat des Français, faire de l’isolation de l’habitat une priorité budgétaire du quinquennat, parce que l’énergie la moins chère est celle que l’on ne consomme pas.	2017	Marine Le Pen	Front National	2	6
Le Pen 133	133. Développer massivement les filières françaises des énergies renouvelables (solaire, biogaz, bois…) grâce à un protectionnisme intelligent, au patriotisme économique, à l’investissement public et privé et aux commandes d’EDF. Décréter un moratoire immédiat sur l’éolien.	2017	Marine Le Pen	Front National	2	6
Le Pen 134	134. Pour maintenir, moderniser et sécuriser la filière nucléaire française, engager le Grand Carénage, et garder le contrôle de l’État sur EDF, en lui redonnant une véritable mission de service public. Refuser la fermeture de la centrale de Fessenheim.	2017	Marine Le Pen	Front National	2	6
Le Pen 135	135. Soutenir une filière française de l’hydrogène (énergie propre), par un appui de l’État en matière de recherche et développement, afin de réduire notre dépendance au pétrole.	2017	Marine Le Pen	Front National	2	6
Le Pen 136	136. Interdire l’exploitation du gaz de schiste, tant que des conditions satisfaisantes en matière d’environnement, de sécurité et de santé ne seront pas réunies, et appliquer le principe de précaution en interdisant les OGM.	2017	Marine Le Pen	Front National	2	6
Le Pen 137	137. Faire de la protection animale une priorité nationale. Défendre le bien-être des animaux en interdisant l’abattage sans étourdissement préalable et en remplaçant le plus possible les expérimentations animales. Refuser le modèle des fermes-usines, du type « ferme des 1000 vaches ».	2017	Marine Le Pen	Front National	2	6
Le Pen 138	138. Garantir l’égal accès aux services publics (administrations, gendarmerie, eau, santé, transport, hôpitaux de proximité et maisons de santé…) sur tout le territoire et en particulier en milieu rural. La libéralisation du rail voulue par l’Union Européenne sera refusée. La Poste et la SNCF resteront des entreprises publiques.	2017	Marine Le Pen	Front National	2	6
Le Pen 139	139. Regrouper en un seul ministère l’aménagement du territoire, les transports et le logement. Rééquilibrer la politique de la ville vers les zones désertifiées et rurales.	2017	Marine Le Pen	Front National	2	6
Le Pen 140	140. Faciliter l’accès à la propriété en renforçant les dispositifs de prêts aidés et en améliorant les conditions de rachat par les locataires de leur logement social pour parvenir à 1 % du parc HLM vendu chaque année. Réduire les droits de mutation de 10 %.	2017	Marine Le Pen	Front National	2	6
Le Pen 141	141. Réduire les dépenses de logement des ménages par un grand plan d’aide à la construction et à la réhabilitation des logements, par la baisse de la taxe d’habitation pour les plus modestes et le gel de son augmentation, et par la pérennisation des APL (suppression de la prise en compte du patrimoine dans leur calcul. Créer une « Protection-Logement-Jeunes » : lancer un grand plan de construction de logements étudiants et revaloriser de 25 % les APL pour les jeunes jusqu’à 27 ans dès la première année du quinquennat.	2017	Marine Le Pen	Front National	2	6
Le Pen 142	142. Réserver prioritairement aux Français l’attribution du logement social, sans effet rétroactif, et le mobiliser vers les publics qui en ont le plus besoin. Appliquer réellement l’obligation de jouissance paisible sous peine de déchéance du bail.	2017	Marine Le Pen	Front National	2	6
Le Pen 143	143. Rationaliser et simplifier les normes d’urbanisme et de construction afin résorber les tensions sur le marché du logement. Veiller à la préservation de l’environnement et des espaces naturels protégés (littoral, montagne, etc.).	2017	Marine Le Pen	Front National	2	6
Le Pen 144	144. Soutenir l’effort d’investissement en infrastructures, en particulier dans la ruralité (très haut débit, couverture téléphonique, routes…) et renationaliser les sociétés d’autoroutes pour rendre aux Français un patrimoine qu’ils ont financé et dont ils ont été spoliés ; plus généralement, refuser la vente des actifs stratégiques détenus par la puissance publique.	2017	Marine Le Pen	Front National	3	7
Macron 1	Nous améliorerons le pouvoir d'achat de tous les travailleurs.  Sans que cela ne revienne plus cher aux employeurs, nous réduirons les cotisationspayées par les salariés, par les indépendants et par les fonctionnaires  : près de  500 euros supplémentaires nets par an pour un salaire de 2200 euros nets par mois !	2017	Emmanuel Macron	En Marche !	3	2
Macron 2	Nous augmenterons le pouvoir d'achat des ouvriers,  des employés et des salariés les moins bien payés.  Tous les smicards qui bénéficient de la prime d'activité toucheront par exemple l'équivalent d'un 13e mois de salaire, soit 100€ nets de plus chaque mois.	2017	Emmanuel Macron	En Marche !	3	2
Macron 3	Nous rétablirons les exonérations de cotisations sociales sur les heures supplémentaires. 	2017	Emmanuel Macron	En Marche !	3	2
Macron 4	Nous ouvrirons les droits à l'assurance-chômage aux salariés qui démissionnent.Ce droit ne sera utilisable qu'une fois tous les cinq ans. En contrepartie, l'insuffisance des efforts de recherche d'emploi ou le refus d'offres raisonnables entraîneront la suspension des allocations.	2017	Emmanuel Macron	En Marche !	3	2
Macron 5	Nous engagerons un effort national de formation sans précédent.	2017	Emmanuel Macron	En Marche !	3	2
Macron 6	Nous formerons 1 million de jeunes et 1 million de demandeurs d'emploi peu ou pas qualifiés et aujourd'hui sans perspective.	2017	Emmanuel Macron	En Marche !	3	2
Macron 7	Nous serons aux côtés des agriculteurs pour qu'ils vivent de leur travail, plutôt que des aides publiques. 5 milliards d'euros de notre Plan d'investissement seront consacrés à la modernisation de leurs exploitations. Et nous les aiderons à être payés au prix juste en soutenant les organisations de producteurs dans leurs négociations avec les industriels. Nous nous battrons pour faire évoluer dans ce sens le droit européen de la concurrence.	2017	Emmanuel Macron	En Marche !	3	2
Macron 8	Nous ferons un effort massif pour l'apprentissage. Nous développerons les périodes de pré-apprentissage et les filières en alternance dans tous les lycées professionnels. Des licences professionnelles seront préparées sur trois ans et en alternance. Nous ferons converger les contrats existants et impliquerons pleinement les branches professionnelles dans la définition des programmes et l'organisation des formations.	2017	Emmanuel Macron	En Marche !	3	2
Macron 9	Nous simplifierons la vie des entrepreneurs. Nous réduirons leurs charges et supprimerons le Régime Social des Indépendants (RSI) qui ne fonctionne pas. Nous doublerons les plafonds pour pouvoir bénéficier du régime fiscal de la microentreprise. Nous mettrons fin à toute forme de concurrence déloyale en permettant chaque année à tous les artisans et commerçants d'opter ou non, selon leurs besoins, pour le régime fiscal de la microentreprise.	2017	Emmanuel Macron	En Marche !	3	2
Macron 10	Nous réduirons le coût du travail. Nous aiderons les entreprises à embaucher en baissant les cotisations sociales employeurs de 6 points en remplacement du CICE, et jusqu'à 10 points au niveau du SMIC :les employeurs économiseront près de 1800 euros par an et par salarié au SMIC, 2200 euros par an pour un salarié payé 3000 euros bruts par mois.	2017	Emmanuel Macron	En Marche !	3	2
Macron 11	Nous combattrons la précarité en responsabilisant les employeurs. Nous créerons un bonus-malus sur l'assurance-chômage. Les employeurs qui entretiennent la précarité en recourant exagérément aux contrats courts paieront plus de charges, ceux qui créent des emplois stables en paieront moins.	2017	Emmanuel Macron	En Marche !	3	2
Macron 12	Nous redéfinirons le dialogue social. Les principes fondamentaux (durée légale du temps de travail, égalité professionnelle, salaire minimum...) resteront dans la loi. Mais, par exemple, les horaires effectifs ou l'organisation du travail seront négociés au plus près du terrain. Ils seront définis par accord majoritaire ou par référendum d'entreprise sur la base d'un accord.	2017	Emmanuel Macron	En Marche !	3	2
Macron 13	Nous permettrons à tous les travailleurs d'avoir droit à l'assurance-chômage. Les artisans, les commerçants indépendants, les entrepreneurs, les professions libérales, et les agriculteurs disposeront, comme les salariés, de cette protection. 	2017	Emmanuel Macron	En Marche !	3	2
Macron 14	Nous créerons sur Internet un nouveau service d'explication de la réglementation pour les entreprises. Un site Internet unique donnera à chaque TPE ou PME les obligations légales et conventionnelles qu'elle doit respecter en fonction de sa situation. Les réponses fournies en ligne seront valables face à l'administration.	2017	Emmanuel Macron	En Marche !	3	2
Macron 15	Nous lancerons un grand Plan d'investissement de 50 milliards d'euros. Ce plan sur 5 ans sera mis au service des qualifications de tous les citoyens, de la transition  écologique, de la révolution numérique, de la modernisation des services publics et de la rénovation urbaine.  	2017	Emmanuel Macron	En Marche !	3	2
Macron 16	"Nous soutiendrons l'investissement privé. Nous baisserons l'impôt sur les sociétés de 33,3% à 25% pour rejoindre la moyenne européenne. Nous transformerons le CICE en allègements de charges pérennes, et l'ISF en "" Impôt sur la Fortune Immobilière "" sans accroître la fiscalité actuelle sur l'immobilier et les droits de succession, et sans taxer ce qui finance les entreprises et l'emploi. Nous créerons un prélèvement unique sur les revenus du capital, de l'ordre de 30%."	2017	Emmanuel Macron	En Marche !	3	2
Macron 17	Nous créerons un Fonds pour l'industrie et l'innovation. Doté de 10 milliards d'euros issus des actions d'entreprises possédées de manière minoritaire par l'État, il servira à financer l'industrie du futur.	2017	Emmanuel Macron	En Marche !	3	2
Macron 18	Nous placerons la France en tête du combat contre les perturbateurs endocriniens et les pesticides. Ils sont l'une des principales causes de l'augmentation des cancers des enfants depuis 20 ans.	2017	Emmanuel Macron	En Marche !	3	2
Macron 19	Nous rénoverons 1 million de logements mal isolés d'ici 2022, et en priorité ceux des propriétaires les plus modestes.	2017	Emmanuel Macron	En Marche !	3	2
Macron 20	Nous ferons de la France le leader mondial de la recherche sur la transition environnementale. Les spécialistes étrangers bénéficieront de formalités d'accueil accélérées. D'ici 2022, 50% des produits proposés par les cantines scolaires et les restaurants d'entreprise devront être bio, écologiques ou issus de circuits courts.	2017	Emmanuel Macron	En Marche !	3	2
Macron 21	Nous diviserons par deux le nombre de jours de pollution atmosphérique.Nous remplacerons les vieux véhicules polluants en créant une prime de 1000 euros  pour acheter un véhicule neuf ou d'occasion moins polluant.	2017	Emmanuel Macron	En Marche !	3	2
Macron 22	Nous créerons une banque de données numériques. Les administrations chargées d'autoriser des activités (l'ouverture d'un hôtel, ou l'obtention d'une licence de chauffeur privé, ...) devront mettre à disposition leurs données. Face aux géants étrangers, des nouvelles start-ups pourront ainsi s'adresser par exemple à tous les hôteliers pour leur offrir de nouveaux services.	2017	Emmanuel Macron	En Marche !	3	2
Macron 23	Nous mettrons fin aux injustices de notre système de retraites. Un système universel avec des règles communes de calcul des pensions sera progressivement mis en place. Le fait de changer d'activité ou de secteur sera sans effet sur les droits à la retraite. Avec un principe d'égalité : pour chaque euro cotisé, le même droit à pension  pour  tous !	2017	Emmanuel Macron	En Marche !	3	2
Macron 24	Nous ne toucherons pas à l'âge de départ à la retraite, ni au niveau des pensions. 	2017	Emmanuel Macron	En Marche !	3	2
Macron 25	Nous publierons les noms des entreprises qui ne respectent pas l'égalité salariale entre les femmes et les hommes. Nous testerons au hasard, et massivement, les entreprises pour vérifier qu'elles respectent bien la loi en la matière.	2017	Emmanuel Macron	En Marche !	3	2
Macron 26	Nous alourdirons les sanctions contre la fraude fiscale. La lutte contre la fraude aux prestations sociales sera amplifiée. Une fraude grave entraînera désormais, en plus du remboursement, la suspension de la prestation.	2017	Emmanuel Macron	En Marche !	3	2
Macron 27	Nous imposerons les grands groupes de l'Internet sur leur chiffre d'affaires réalisé sur notre sol. Pour cela, la lutte contre l'optimisation fiscale sera une priorité de notre action européenne.	2017	Emmanuel Macron	En Marche !	3	2
Macron 28	Nous ferons la transparence sur l'attribution des logements sociaux. Au lieu de procédures parfois opaques, nous mettrons en place un système de points, fondé sur des critères objectifs (taille de la famille, niveau des ressources, lieu de recherche). Il permettra à chacun de connaître ses chances d'obtention d'un logement et le délai d'attente prévisible.	2017	Emmanuel Macron	En Marche !	3	2
Macron 29	Nous nous battrons contre les abus liés au travail détaché. Nous devrons limiter à un an la durée autorisée de séjour d'un travailleur détaché dans notre pays et redéfinir au niveau européen les règles du détachement pour mettre fin à toutes les formes de concurrence sociale déloyale.	2017	Emmanuel Macron	En Marche !	3	2
Macron 30	Nous recruterons 10 000 policiers et gendarmes supplémentaires. Ils renforceront notamment notre dispositif de renseignement contre le terrorisme.	2017	Emmanuel Macron	En Marche !	3	2
Macron 31	Nous créerons une police de sécurité quotidienne. Au plus près des Français, elle développera une connaissance approfondie des lieux et des habitants qu'elle sera chargée de protéger et d'entendre.	2017	Emmanuel Macron	En Marche !	3	2
Macron 32	Nous donnerons aux policiers et aux gendarmes un nouveau pouvoir : sous le contrôle du juge, ils pourront interdire à une personne délinquante de fréquenter le quartier où elle a commis ses délits.  	2017	Emmanuel Macron	En Marche !	3	2
Macron 33	Nous ne tolèrerons plus les incivilités. Le harcèlement des femmes, les insultes, la dégradation du mobilier urbain, les crachats... Ces incivilités seront punies d'amendes immédiates et dissuasives.	2017	Emmanuel Macron	En Marche !	3	2
Macron 34	Toute peine prononcée sera exécutée.	2017	Emmanuel Macron	En Marche !	3	2
Macron 35	Nous construirons 15 000 nouvelles places de prison. Nous confirmerons la cyberdéfense et la cybersécurité comme priorités de notre sécurité nationale. 	2017	Emmanuel Macron	En Marche !	3	2
Macron 36	Nous augmenterons les moyens de nos armées. Nous mobiliserons 2% du PIB qui serviront à renouveler les avions ravitailleurs, à moderniser les blindés de l'armée de terre, ainsi que la flotte de surface de notre marine nationale.	2017	Emmanuel Macron	En Marche !	3	2
Macron 37	Nous créerons un état-major permanent des opérations de sécurité intérieure, de renseignement et de lutte contre le terrorisme. Directement rattaché au président de la République, il associera les services et états-majors des ministères de l'Intérieur et de la Défense, avec la participation des ministères des transports, de la santé et de l'industrie.	2017	Emmanuel Macron	En Marche !	3	2
Macron 38	Nous agirons avec nos partenaires européens pour créer une force de 5000 garde-frontières européens. Ils seront chargés de surveiller et protéger les frontières extérieures de l'Union européenne.	2017	Emmanuel Macron	En Marche !	3	2
Macron 39	Nous donnerons la priorité à l'école primaire pour que tous les élèves sachent lire, écrire et compter en arrivant en 6e.	2017	Emmanuel Macron	En Marche !	3	2
Macron 40	Nous interdirons l'usage des téléphones portables dans l'enceinte des écoles primaires et des collèges.	2017	Emmanuel Macron	En Marche !	3	2
Macron 41	Nous donnerons plus d'autonomie aux équipes éducatives. Elles seront suivies et évaluées. La formation des enseignants sera adaptée à ce nouveau cadre.	2017	Emmanuel Macron	En Marche !	3	2
Macron 42	Nous limiterons à 12 élèves par enseignant la taille des 12 000 classes de CP et de CE1 en zone prioritaire. Ces enseignants recevront une prime annuelle de 3000 euros nets. Et ils seront plus expérimentés : d'ici 2022, ceux affectés en zones prioritaires auront au moins 3 ans d'ancienneté.	2017	Emmanuel Macron	En Marche !	3	2
Macron 43	Nous rendrons possible le rétablissement de parcours bi-langues au collège, de parcours européens et d'un véritable enseignement du grec et du latin.	2017	Emmanuel Macron	En Marche !	3	2
Macron 44	Nous proposerons à tous un accompagnement après la classe. Au collège, nous rétablirons les études dirigées après la classe grâce à des bénévoles (étudiants et retraités).	2017	Emmanuel Macron	En Marche !	3	2
Macron 45	Nous moderniserons le baccalauréat. Il y aura désormais 4 matières obligatoires à l'examen final. Les autres seront validées par un contrôle continu.	2017	Emmanuel Macron	En Marche !	3	2
Macron 46	Nous renforcerons l'autonomie des universités. Elles pourront recruter leurs enseignants et définir leurs formations. Nous ouvrirons 80 000 places dans les filières professionnalisantes. 	2017	Emmanuel Macron	En Marche !	3	2
Macron 47	Nous demanderons à chaque lycée professionnel et université de publier ses résultats (débouchés, salaires, etc.) sur les 3 dernières années.	2017	Emmanuel Macron	En Marche !	3	2
Macron 48	Nous construirons 80 000 logements pour les jeunes.	2017	Emmanuel Macron	En Marche !	3	2
Macron 49	Nous ouvrirons les bibliothèques en soirée et le week-end.	2017	Emmanuel Macron	En Marche !	3	2
Macron 50	"Nous créerons un "" Pass Culture "". Il permettra à chaque Français de 18 ans d'effectuer 500 euros de dépenses culturelles (cinéma, théâtre, livres...). "	2017	Emmanuel Macron	En Marche !	3	2
Macron 51	Nous ne retirerons pas un euro au budget du ministère de la Culture. 	2017	Emmanuel Macron	En Marche !	3	2
Macron 52	Nous appliquerons strictement le principe de laïcité. Nous organiserons pour les ministres du culte une formation universitaire à la laïcité, aux valeurs de la République et à la langue française. Nous développerons la connaissance des différentes religions à l'école en prévoyant un enseignement spécifique sur le fait religieux.	2017	Emmanuel Macron	En Marche !	3	2
Macron 53	Nous n'étendrons pas l'interdiction du voile à l'université.	2017	Emmanuel Macron	En Marche !	3	2
Macron 54	Nous démantèlerons les associations qui, sous couvert de religion, s'attaquent à la République. Nous fermerons définitivement les lieux de culte dans lesquels certaines prêchent l'apologie du terrorisme.	2017	Emmanuel Macron	En Marche !	3	2
Macron 55	Nous ferons de la maîtrise de la langue française le principal critère de l'obtention de la nationalité française. Nous renforcerons l'apprentissage de notre langue pour les candidats à la naturalisation. Quelle meilleure preuve de la volonté de quelqu'un de s'intégrer et de devenir français ?	2017	Emmanuel Macron	En Marche !	3	2
Macron 56	Nous examinerons les demandes d'asile en moins de 6 mois, recours compris. C'est nécessaire pour accueillir dignement les réfugiés qui ont droit à la protection de la France. Les autres seront reconduits sans délai vers leur pays afin qu'ils ne deviennent pas des immigrés clandestins.	2017	Emmanuel Macron	En Marche !	3	2
Macron 57	Nous créerons des emplois francs pour encourager l'embauche des habitants des 200 quartiers prioritaires de la politique de la ville. Quel que soit le lieu où elle se situe, une entreprise qui recrutera en CDI un habitant de l'un de ces quartiers bénéficiera d'une prime de 15 000 euros sur 3 ans : c'est comme si elle ne payait plus de charges !	2017	Emmanuel Macron	En Marche !	3	2
Macron 58	Nous ferons de la lutte contre la discrimination une priorité nationale. Nous développerons des opérations de contrôle aléatoires et imprévues à grande échelle, en matière d'accès à l'emploi ou au logement. Les partenaires sociaux seront également mobilisés.	2017	Emmanuel Macron	En Marche !	3	2
Macron 59	Nous construirons une Europe qui développe nos emplois et notre économie. Pour pouvoir investir beaucoup plus qu'aujourd'hui, nous voulons un budget de la zone euro voté par un Parlement de la zone euro et exécuté par un ministre de l'Économie et des Finances de la zone euro. 	2017	Emmanuel Macron	En Marche !	3	2
Macron 60	Nous lutterons contre les arrangements fiscaux entre États et entreprises  multinationales. Ils faussent la concurrence en Europe, comme celui entre Apple et l'Irlande qui a été sanctionné. La France se montrera exemplaire en ce domaine.	2017	Emmanuel Macron	En Marche !	3	2
Macron 61	Nous réserverons l'accès aux marchés publics européens aux entreprises qui localisent au moins la moitié de leur production en Europe dans le cadre d'un Buy European Act. 	2017	Emmanuel Macron	En Marche !	3	2
